The Black Derby,West Village,4.5 star rating,"
            104 reviews
    ","
American (New),
                    French
",$$
Mu Ramen,Hunters Point,4.0 star rating,"
            972 reviews
    ","
Ramen
",$$
Hole in the Wall,Financial District,4.0 star rating,"
            309 reviews
    ","
Breakfast & Brunch,
                    Cocktail Bars,
                    Juice Bars & Smoothies
",$$
Porteno Restaurant,Chelsea,4.5 star rating,"
            344 reviews
    ","
Argentine
",$$$
Gardenia,West Village,4.0 star rating,"
            183 reviews
    ","
Mediterranean,
                    Latin American,
                    Cocktail Bars
",$$
Westville Chelsea,Chelsea,4.0 star rating,"
            1009 reviews
    ","
American (New),
                    Breakfast & Brunch
",$$
Good Thanks NYC,Lower East Side,5.0 star rating,"
            10 reviews
    ","
Cafes
",$
Covina,Flatiron,4.5 star rating,"
            263 reviews
    ","
American (New),
                    Bars,
                    Cafes
",$$$
Cheeky Sandwiches,Chinatown,4.5 star rating,"
            1035 reviews
    ","
Sandwiches,
                    Desserts
",$
Lupa,Greenwich Village,4.0 star rating,"
            1373 reviews
    ","
Italian,
                    American (New)
",$$$
Manhattan Proper,Civic Center,4.0 star rating,"
            239 reviews
    ","
Sports Bars,
                    American (New),
                    Lounges
",$$
Gentleman Farmer,Lower East Side,4.0 star rating,"
            246 reviews
    ","
American (New),
                    French,
                    Wine Bars
",$$$
Los Papi’s,Vinegar Hill,4.5 star rating,"
            67 reviews
    ","
Latin American
",$
Seed,Park Slope,4.5 star rating,"
            162 reviews
    ","
Mediterranean,
                    Turkish,
                    Seafood
",$$
Ootoya Chelsea,Flatiron,4.0 star rating,"
            1180 reviews
    ","
Japanese,
                    Sushi Bars
",$$
Junior’s Restaurant & Cheesecake,Theater District,4.0 star rating,"
            3581 reviews
    ","
American (Traditional),
                    Breakfast & Brunch,
                    Cheese Shops
",$$
Brindle Room,East Village,4.0 star rating,"
            902 reviews
    ","
American (New),
                    Bars,
                    Breakfast & Brunch
",$$
Boqueria Restaurant - West 40th Street,Midtown West,4.0 star rating,"
            92 reviews
    ","
Tapas/Small Plates,
                    Spanish,
                    Tapas Bars
",$$
Two Hands Restaurant & Bar,TriBeCa,3.5 star rating,"
            238 reviews
    ","
Bars,
                    Cafes
",$$
Mable’s Smokehouse & Banquet Hall,Williamsburg - North Side,4.0 star rating,"
            707 reviews
    ","
Barbeque,
                    Bars,
                    American (Traditional)
",$$
IL Brigante,South Street Seaport,4.0 star rating,"
            299 reviews
    ","
Italian
",$$
Pylos,East Village,4.5 star rating,"
            1029 reviews
    ","
Greek
",$$$
1803,TriBeCa,4.5 star rating,"
            115 reviews
    ","
Cajun/Creole,
                    Spanish,
                    Bars
",$$
Grimaldi’s,DUMBO,3.5 star rating,"
            4299 reviews
    ","
Pizza
",$$
OTIS,East Williamsburg,5.0 star rating,"
            79 reviews
    ","
American (New),
                    Bars
",$$
El Mate,Carroll Gardens,4.5 star rating,"
            227 reviews
    ","
Brazilian,
                    Argentine,
                    Steakhouses
",$$
Asian Spicy Curry Pop-up,Chinatown,4.5 star rating,"
            117 reviews
    ","
Asian Fusion,
                    Malaysian,
                    Chinese
",$
Varrio 408,Park Slope,4.5 star rating,"
            302 reviews
    ","
Mexican
",$
Rustic Table,Hell's Kitchen,4.5 star rating,"
            544 reviews
    ","
Mediterranean,
                    Cafes,
                    Breakfast & Brunch
",$$
Rustic Table,Hell's Kitchen,4.5 star rating,"
            544 reviews
    ","
Mediterranean,
                    Cafes,
                    Breakfast & Brunch
",$$
Tony’s Di Napoli,Theater District,4.0 star rating,"
            1708 reviews
    ","
Italian
",$$
The Mermaid Inn,Upper West Side,4.0 star rating,"
            935 reviews
    ","
Seafood,
                    Breakfast & Brunch,
                    Sandwiches
",$$
Boqueria Spanish Tapas - Upper East Side,Upper East Side,4.0 star rating,"
            570 reviews
    ","
Tapas/Small Plates,
                    Spanish,
                    Tapas Bars
",$$$
Da Andrea,Greenwich Village,4.0 star rating,"
            672 reviews
    ","
Italian
",$$
Momosan Ramen & Sake,Murray Hill,4.0 star rating,"
            1255 reviews
    ","
Ramen,
                    Tapas/Small Plates
",$$
Izakaya,East Village,4.0 star rating,"
            217 reviews
    ","
Izakaya,
                    Tapas/Small Plates
",$$
Iris Cafe Store 9,Brooklyn Heights,4.0 star rating,"
            383 reviews
    ","
Cafes,
                    Bars
",$$
The Queensboro,Jackson Heights,4.5 star rating,"
            43 reviews
    ","
Gastropubs,
                    American (New),
                    Breakfast & Brunch
",$$
Alta,Greenwich Village,4.0 star rating,"
            1704 reviews
    ","
Tapas Bars,
                    Mediterranean,
                    Spanish
",$$$
Glou,Prospect Lefferts Gardens,5.0 star rating,"
            15 reviews
    ","
Wine Bars,
                    Tapas/Small Plates
",$$
Rocco’s Tacos & Tequila Bar,Downtown Brooklyn,3.5 star rating,"
            1034 reviews
    ","
Bars,
                    Mexican
",$$
GunBae,TriBeCa,4.0 star rating,"
            177 reviews
    ","
Korean,
                    Karaoke,
                    Barbeque
",$$$
Simple NYC,Lower East Side,4.5 star rating,"
            293 reviews
    ","
Poke,
                    Asian Fusion,
                    Bubble Tea
",$$
The Red Cat,Chelsea,4.0 star rating,"
            661 reviews
    ","
American (New),
                    Desserts,
                    Breakfast & Brunch
",$$$
Don Wagyu,Financial District,3.0 star rating,"
            9 reviews
    ","
Japanese
",
Balzem,Nolita,4.0 star rating,"
            336 reviews
    ","
Mediterranean,
                    Tapas/Small Plates,
                    Wine Bars
",$$
Peter Luger,Williamsburg - South Side,4.0 star rating,"
            4745 reviews
    ","
Steakhouses
",$$$$
Wah Fung No 1 Fast Food,Lower East Side,4.5 star rating,"
            1003 reviews
    ","
Chinese,
                    Fast Food,
                    Noodles
",$
Mazzat,Columbia Street Waterfront District,4.5 star rating,"
            152 reviews
    ","
Tapas Bars,
                    Mediterranean,
                    Middle Eastern
",$$
Juno,Bushwick,4.0 star rating,"
            127 reviews
    ","
American (New),
                    Hookah Bars,
                    Breakfast & Brunch
",$$
Boucherie West Village,West Village,4.5 star rating,"
            540 reviews
    ","
French,
                    Cocktail Bars,
                    Steakhouses
",$$$
Fonda Park Slope,South Slope,4.0 star rating,"
            707 reviews
    ","
Mexican,
                    Salad,
                    Breakfast & Brunch
",$$
Pepe Giallo,Chelsea,4.0 star rating,"
            513 reviews
    ","
Italian
",$$
Dorlan’s Tavern & Oyster Bar,South Street Seaport,3.5 star rating,"
            165 reviews
    ","
Seafood,
                    Bars
",$$
Omakasa,Midtown West,4.0 star rating,"
            61 reviews
    ","
Japanese,
                    Asian Fusion
",$$
Sauce & Barrel,Financial District,4.0 star rating,"
            224 reviews
    ","
Bars,
                    Italian,
                    Pizza
",$$
Beasts & Bottles,Brooklyn Heights,4.0 star rating,"
            129 reviews
    ","
American (New),
                    French,
                    Wine Bars
",$$$
La Esquina,SoHo,3.5 star rating,"
            1820 reviews
    ","
Latin American,
                    Breakfast & Brunch,
                    Mexican
",$$
The Paris Cafe,South Street Seaport,4.0 star rating,"
            257 reviews
    ","
Irish,
                    Gastropubs,
                    Burgers
",$$
Bang Chengdu Street Kitchen,Chelsea,4.0 star rating,"
            47 reviews
    ","
Szechuan
",
Bustan,Upper West Side,4.0 star rating,"
            416 reviews
    ","
Mediterranean
",$$
MAMO Restaurant,SoHo,4.0 star rating,"
            205 reviews
    ","
Italian,
                    French
",$$$
dumboLUV,DUMBO,5.0 star rating,"
            6 reviews
    ","
American (New),
                    Wine Bars
",
Westville Hudson,South Village,4.0 star rating,"
            437 reviews
    ","
American (Traditional),
                    Breakfast & Brunch
",$$
Glasserie,Greenpoint,4.0 star rating,"
            299 reviews
    ","
Mediterranean,
                    Bars
",$$$
Vekslers,Carroll Gardens,4.0 star rating,"
            101 reviews
    ","
American (New)
",$$
Haymaker Bar and Kitchen,Chelsea,4.0 star rating,"
            264 reviews
    ","
Gastropubs,
                    Beer Bar,
                    Breakfast & Brunch
",$$
Hunan Slurp,East Village,4.5 star rating,"
            59 reviews
    ","
Noodles,
                    Chinese
",$$$
Surfish Bistro,Gowanus,4.0 star rating,"
            258 reviews
    ","
Latin American,
                    Peruvian
",$$
Westville Dumbo,DUMBO,4.0 star rating,"
            166 reviews
    ","
American (New),
                    Comfort Food
",$$
Taco Dumbo,DUMBO,4.0 star rating,"
            105 reviews
    ","
Latin American,
                    Tacos,
                    Salad
",$$
Becco,Midtown West,3.5 star rating,"
            2451 reviews
    ","
Italian
",$$$
Salinas,Chelsea,4.0 star rating,"
            826 reviews
    ","
Spanish,
                    Bars
",$$$
Bao Bao Cafe,Financial District,4.0 star rating,"
            56 reviews
    ","
Noodles,
                    Chinese
",$
Coppelia,Chelsea,4.0 star rating,"
            1112 reviews
    ","
Cuban
",$$
Clinton Street Baking Company,Lower East Side,4.0 star rating,"
            4233 reviews
    ","
Bakeries,
                    Breakfast & Brunch,
                    American (Traditional)
",$$
Ducks Eatery,East Village,4.0 star rating,"
            551 reviews
    ","
French,
                    Cajun/Creole,
                    American (Traditional)
",$$
Morimoto,Meatpacking District,4.0 star rating,"
            2788 reviews
    ","
Japanese,
                    Sushi Bars
",$$$$
Quality Eats,Flatiron,4.5 star rating,"
            79 reviews
    ","
American (New),
                    Desserts,
                    Wineries
",$$
Five Leaves,Greenpoint,4.0 star rating,"
            1462 reviews
    ","
American (New),
                    Bars
",$$
Momofuku Ko,East Village,4.5 star rating,"
            226 reviews
    ","
American (New)
",$$$$
Cafe Rue Dix,Crown Heights,4.0 star rating,"
            290 reviews
    ","
French,
                    Cocktail Bars,
                    Senegalese
",$$
The Smith,Flatiron,4.0 star rating,"
            620 reviews
    ","
American (New),
                    Breakfast & Brunch,
                    Cocktail Bars
",$$
The Usual,Nolita,4.5 star rating,"
            18 reviews
    ","
Comfort Food
",$$$
Purbird,Prospect Heights,4.0 star rating,"
            431 reviews
    ","
American (New),
                    Chicken Shop
",$$
Rabbithole Restaurant,Williamsburg - South Side,4.0 star rating,"
            707 reviews
    ","
American (New),
                    Breakfast & Brunch
",$$
Katz’s Delicatessen,Lower East Side,4.0 star rating,"
            9354 reviews
    ","
Delis,
                    Sandwiches
",$$
Rosie’s,East Village,4.0 star rating,"
            536 reviews
    ","
Mexican
",$$
Jungsik,TriBeCa,4.5 star rating,"
            485 reviews
    ","
Korean
",$$$$
Go! Go! Curry!,Financial District,4.0 star rating,"
            315 reviews
    ","
Japanese Curry
",$
Little Collins,Midtown East,4.5 star rating,"
            669 reviews
    ","
Cafes
",$$
DOMODOMO,Greenwich Village,4.0 star rating,"
            604 reviews
    ","
Japanese,
                    Sushi Bars
",$$$
Gran Morsi,Civic Center,4.5 star rating,"
            267 reviews
    ","
Italian
",$$$
The Greek,TriBeCa,4.5 star rating,"
            430 reviews
    ","
Greek,
                    Mediterranean,
                    Cocktail Bars
",$$$
Talde,South Slope,3.5 star rating,"
            1015 reviews
    ","
Asian Fusion,
                    Korean,
                    American (Traditional)
",$$
Gyu-Kaku Japanese BBQ,Midtown West,4.0 star rating,"
            1025 reviews
    ","
Japanese,
                    Barbeque
",$$
Carroll Place,Greenwich Village,4.0 star rating,"
            831 reviews
    ","
Italian,
                    Wine Bars,
                    Venues & Event Spaces
",$$
Sanpanino,Brooklyn Heights,4.0 star rating,"
            5 reviews
    ","
Sandwiches,
                    Coffee & Tea,
                    Breakfast & Brunch
",
Manhatta,Financial District,4.5 star rating,"
            15 reviews
    ","
American (New)
",
Melt Shop,Financial District,4.0 star rating,"
            311 reviews
    ","
American (Traditional),
                    Sandwiches
",$$
Bao Bao Cafe,Flatiron,4.0 star rating,"
            368 reviews
    ","
Cafes,
                    Asian Fusion,
                    Ramen
",$
The Gumbo Bros,Cobble Hill,4.5 star rating,"
            219 reviews
    ","
Cajun/Creole,
                    Southern,
                    Sandwiches
",$$
Le Coucou,SoHo,4.0 star rating,"
            368 reviews
    ","
French
",$$$$
Blue Ribbon Brasserie - Brooklyn,Park Slope,4.0 star rating,"
            512 reviews
    ","
American (New)
",$$$
Amy Ruth’s,Harlem,4.0 star rating,"
            2217 reviews
    ","
Southern,
                    Soul Food
",$$
Dark Horse,Civic Center,4.0 star rating,"
            368 reviews
    ","
American (Traditional),
                    Sports Bars
",$$
Harry’s,Financial District,4.0 star rating,"
            583 reviews
    ","
Steakhouses,
                    Cafes,
                    Bars
",$$$
Palo Santo,Park Slope,4.0 star rating,"
            444 reviews
    ","
Latin American,
                    Caribbean,
                    Breakfast & Brunch
",$$
Ugly Baby,Carroll Gardens,4.5 star rating,"
            169 reviews
    ","
Thai,
                    Bars
",$$
Employees Only,West Village,4.0 star rating,"
            1323 reviews
    ","
American (New),
                    Diners,
                    Cocktail Bars
",$$$
La Parisienne,Financial District,4.5 star rating,"
            134 reviews
    ","
Cafes,
                    French,
                    Breakfast & Brunch,
                    Coffee & Tea
",$$
The Bar Room,Upper East Side,4.0 star rating,"
            411 reviews
    ","
American (New),
                    Cocktail Bars
",$$
China Blue,TriBeCa,4.0 star rating,"
            510 reviews
    ","
Shanghainese,
                    Dim Sum
",$$
Fresh Salt,South Street Seaport,4.0 star rating,"
            365 reviews
    ","
Bars,
                    American (New),
                    Italian
",$$
Malatesta Trattoria,West Village,4.0 star rating,"
            1127 reviews
    ","
Italian
",$$
Black Iron Burger,Midtown West,4.0 star rating,"
            669 reviews
    ","
Burgers,
                    American (New),
                    Beer Bar
",$$
21 Shanghai House,Chinatown,4.0 star rating,"
            369 reviews
    ","
Shanghainese
",$$
La Lanterna Di Vittorio,Greenwich Village,4.0 star rating,"
            1313 reviews
    ","
Italian,
                    Cafes,
                    Ice Cream & Frozen Yogurt
",$$
Walter’s,Fort Greene,4.0 star rating,"
            459 reviews
    ","
American (New),
                    Cocktail Bars
",$$
Schilling,Financial District,4.0 star rating,"
            111 reviews
    ","
Austrian,
                    Bars,
                    American (New)
",$$$
Fette Sau,Williamsburg - North Side,4.0 star rating,"
            2134 reviews
    ","
Barbeque,
                    Cocktail Bars
",$$
The Smith,Upper West Side,3.5 star rating,"
            1341 reviews
    ","
American (New),
                    Breakfast & Brunch,
                    Cocktail Bars
",$$
Daniel,Upper East Side,4.5 star rating,"
            1399 reviews
    ","
French,
                    American (Traditional),
                    Cocktail Bars
",$$$$
Tiny’s & the Bar Upstairs,TriBeCa,4.0 star rating,"
            480 reviews
    ","
Bars,
                    American (New)
",$$
White Horse Tavern - Financial District,Financial District,4.0 star rating,"
            278 reviews
    ","
Pubs,
                    Burgers,
                    Venues & Event Spaces
",$
Colonie,Brooklyn Heights,4.0 star rating,"
            518 reviews
    ","
Breakfast & Brunch,
                    American (Traditional),
                    Cocktail Bars
",$$$
Maite,Bushwick,4.0 star rating,"
            157 reviews
    ","
Bars,
                    American (New),
                    Spanish
",$$
Dirty French,Lower East Side,4.0 star rating,"
            532 reviews
    ","
French
",$$$
Set L.E.S,Lower East Side,4.0 star rating,"
            337 reviews
    ","
Gastropubs,
                    Asian Fusion,
                    American (New)
",$$
Olea,Fort Greene,4.0 star rating,"
            768 reviews
    ","
Breakfast & Brunch,
                    Mediterranean
",$$
Simple NYC-Downtown Brooklyn,Boerum Hill,5.0 star rating,"
            34 reviews
    ","
Poke,
                    Asian Fusion,
                    Pan Asian
",$$
Kiki’s,Chinatown,4.5 star rating,"
            443 reviews
    ","
Greek,
                    Mediterranean
",$$
Smith and Mills,TriBeCa,4.0 star rating,"
            264 reviews
    ","
Lounges,
                    American (New)
",$$
191 Knickerbocker,Bushwick,5.0 star rating,"
            26 reviews
    ","
Comfort Food
",$$
Xi’an Famous Foods,Midtown West,4.0 star rating,"
            1367 reviews
    ","
Chinese,
                    Burgers,
                    Noodles
",$
Wallflower,West Village,4.0 star rating,"
            226 reviews
    ","
American (New)
",$$$
Maison Premiere,Williamsburg - South Side,4.0 star rating,"
            1017 reviews
    ","
Seafood,
                    Bars,
                    American (Traditional)
",$$$
Grindhaus,Red Hook,4.5 star rating,"
            85 reviews
    ","
American (New),
                    Desserts
",$$
99 Favor Taste,Lower East Side,4.0 star rating,"
            1409 reviews
    ","
Hot Pot,
                    Barbeque,
                    Asian Fusion
",$$
Angeletto Restaurant,Midtown East,4.5 star rating,"
            22 reviews
    ","
Italian
",$$
Vanessa’s Dumpling House,Lower East Side,4.0 star rating,"
            2270 reviews
    ","
Chinese
",$
Hello Bklyn,East Williamsburg,4.0 star rating,"
            230 reviews
    ","
Bars,
                    American (New)
",$$
Sons of Thunder,Financial District,4.5 star rating,"
            17 reviews
    ","
Hawaiian,
                    Poke,
                    Hot Dogs
",$$
Sakagura,Midtown East,4.0 star rating,"
            1625 reviews
    ","
Japanese
",$$$
The Boil,Greenwich Village,4.0 star rating,"
            541 reviews
    ","
Cajun/Creole,
                    Seafood
",$$
Clover Club,Cobble Hill,4.0 star rating,"
            688 reviews
    ","
Lounges,
                    American (Traditional)
",$$
The Wild Son,Meatpacking District,4.5 star rating,"
            314 reviews
    ","
American (New),
                    Cocktail Bars,
                    Breakfast & Brunch
",$$
Seamore’s,Little Italy,4.0 star rating,"
            610 reviews
    ","
Seafood,
                    Cocktail Bars
",$$
Superfine,DUMBO,3.5 star rating,"
            400 reviews
    ","
Bars,
                    American (New)
",$$
BeeHive Oven Biscuit Cafe,Williamsburg - South Side,4.5 star rating,"
            666 reviews
    ","
Southern,
                    Cajun/Creole,
                    Breakfast & Brunch
",$$
The Highwater,Astoria,4.5 star rating,"
            135 reviews
    ","
American (New),
                    Hawaiian,
                    Tiki Bars
",$$
Toloache 50,Theater District,4.0 star rating,"
            1616 reviews
    ","
Mexican
",$$$
HandCraft Kitchen & Cocktails,Kips Bay,4.0 star rating,"
            260 reviews
    ","
Cocktail Bars,
                    Gastropubs,
                    Comfort Food
",$$
Win Son,East Williamsburg,4.5 star rating,"
            258 reviews
    ","
Taiwanese,
                    American (New),
                    Asian Fusion
",$$
El Almacen,Williamsburg - North Side,4.0 star rating,"
            596 reviews
    ","
Argentine,
                    Latin American
",$$
The Food Sermon Kitchen,Crown Heights,4.5 star rating,"
            212 reviews
    ","
Caribbean
",$$
Blue Smoke,Battery Park,3.5 star rating,"
            556 reviews
    ","
Southern,
                    Barbeque,
                    Sports Bars
",$$
Chicha,East Williamsburg,4.5 star rating,"
            22 reviews
    ","
Nicaraguan,
                    Cocktail Bars
",$$
Market Table,West Village,4.0 star rating,"
            743 reviews
    ","
American (New),
                    Wine Bars,
                    Desserts
",$$$
Tavern29,Flatiron,3.5 star rating,"
            760 reviews
    ","
Pubs,
                    American (New)
",$$
Le Bernardin,Theater District,4.5 star rating,"
            2163 reviews
    ","
French,
                    Lounges
",$$$$
Osteria Morini,SoHo,4.0 star rating,"
            997 reviews
    ","
Italian,
                    Bars
",$$$
Zutto Japanese American Pub,TriBeCa,4.0 star rating,"
            808 reviews
    ","
Sushi Bars,
                    Ramen
",$$
Pokéworks,Midtown West,4.0 star rating,"
            1635 reviews
    ","
Hawaiian,
                    Seafood,
                    Poke
",$$
Slane,Kips Bay,4.0 star rating,"
            431 reviews
    ","
American (New),
                    Bars
",$$
Ningbo Cafe,Battery Park,4.0 star rating,"
            115 reviews
    ","
Shanghainese,
                    Szechuan,
                    Asian Fusion
",$$
Rider,Williamsburg - North Side,4.0 star rating,"
            133 reviews
    ","
American (New),
                    Bars
",$$
Ugly Kitchen,East Village,4.0 star rating,"
            541 reviews
    ","
Bars,
                    Asian Fusion,
                    Filipino
",$$
Nerai,Midtown East,4.5 star rating,"
            393 reviews
    ","
Greek,
                    Mediterranean,
                    Wine Bars
",$$$
Tavern on Jane,West Village,4.0 star rating,"
            378 reviews
    ","
American (New)
",$$
The Halal Guys,Theater District,4.5 star rating,"
            8880 reviews
    ","
Food Stands,
                    Middle Eastern,
                    Halal
",$
Tuk Tuk,Hunters Point,4.0 star rating,"
            593 reviews
    ","
Thai
",$$
Space Mabi,East Village,4.5 star rating,"
            99 reviews
    ","
Korean,
                    Gastropubs,
                    Bars
",$$
Mermaid Oyster Bar,Greenwich Village,4.0 star rating,"
            987 reviews
    ","
Seafood,
                    Live/Raw Food
",$$
District Tap House,Midtown West,4.0 star rating,"
            712 reviews
    ","
Sports Bars,
                    Pubs,
                    American (New)
",$$
Rubirosa,Nolita,4.0 star rating,"
            1632 reviews
    ","
Italian,
                    Pizza
",$$
Kuu Ramen,Financial District,3.5 star rating,"
            479 reviews
    ","
Ramen
",$$
Cheeseboat,Williamsburg - North Side,4.0 star rating,"
            274 reviews
    ","
Georgian
",$$
Yemen Cafe,Cobble Hill,4.5 star rating,"
            401 reviews
    ","
Middle Eastern,
                    Cafes,
                    Soup
",$$
Taboonette,Union Square,4.0 star rating,"
            546 reviews
    ","
Mediterranean,
                    Middle Eastern,
                    American (New)
",$$
Red Rooster Harlem,Harlem,3.5 star rating,"
            2551 reviews
    ","
American (Traditional)
",$$$
Death Ave,Chelsea,4.0 star rating,"
            348 reviews
    ","
Greek,
                    American (New),
                    Gastropubs
",$$
North End Grill,Battery Park,4.0 star rating,"
            373 reviews
    ","
Bars,
                    American (Traditional),
                    Pizza
",$$$
Salt + Charcoal,Williamsburg - South Side,4.0 star rating,"
            254 reviews
    ","
Japanese,
                    Asian Fusion,
                    Steakhouses
",$$
Mercer Kitchen,SoHo,3.5 star rating,"
            1431 reviews
    ","
American (New),
                    French,
                    Cocktail Bars
",$$$
Colonia Verde,Fort Greene,4.0 star rating,"
            130 reviews
    ","
Latin American
",$$
La Pulperia UES,Yorkville,4.0 star rating,"
            580 reviews
    ","
Latin American,
                    Seafood,
                    Cocktail Bars
",$$
Aurora,Williamsburg - North Side,4.0 star rating,"
            509 reviews
    ","
Italian,
                    Comfort Food
",$$
Butcher Bar,Astoria,4.0 star rating,"
            1614 reviews
    ","
Barbeque,
                    Burgers
",$$
CAVA,Union Square,4.5 star rating,"
            213 reviews
    ","
Mediterranean
",$$
Blue Hill,Greenwich Village,4.5 star rating,"
            889 reviews
    ","
American (New)
",$$$$
June,Cobble Hill,4.0 star rating,"
            150 reviews
    ","
Wine Bars,
                    Breakfast & Brunch
",$$
Jayleen’s Special Mediterranean Cuisine,Financial District,4.5 star rating,"
            30 reviews
    ","
Mediterranean
",
Vic’s,NoHo,4.0 star rating,"
            345 reviews
    ","
American (New),
                    Italian,
                    Cocktail Bars
",$$
Go! Go! Curry!,Midtown West,4.0 star rating,"
            1326 reviews
    ","
Japanese Curry
",$
Bacchus Bistro & Wine Bar,Boerum Hill,4.0 star rating,"
            411 reviews
    ","
French,
                    Wine Bars
",$$
Tygershark,Prospect Heights,4.0 star rating,"
            89 reviews
    ","
Cafes
",$$
Shake Shack,Battery Park,4.0 star rating,"
            864 reviews
    ","
Burgers,
                    Ice Cream & Frozen Yogurt
",$$
Santiago’s Beer Garden,East Harlem,5.0 star rating,"
            12 reviews
    ","
Dominican,
                    Latin American
",
Ramen Spot,Greenpoint,4.5 star rating,"
            6 reviews
    ","
Ramen
",
Ciccio,South Village,4.0 star rating,"
            247 reviews
    ","
Italian,
                    Breakfast & Brunch,
                    Wine Bars
",$$
BLACKBARN,Flatiron,4.0 star rating,"
            407 reviews
    ","
American (New),
                    Breakfast & Brunch,
                    Wine Bars
",$$$
Imani Caribbean Kitchen & Bar,Fort Greene,4.5 star rating,"
            74 reviews
    ","
Caribbean,
                    American (New)
",$$
Minnie’s,Lower East Side,4.5 star rating,"
            82 reviews
    ","
American (Traditional),
                    Comfort Food
",$$
Cafeteria,Chelsea,3.5 star rating,"
            2983 reviews
    ","
American (New),
                    Breakfast & Brunch,
                    Cocktail Bars
",$$
Shorty’s,Financial District,4.0 star rating,"
            231 reviews
    ","
Sandwiches,
                    Bars,
                    Steakhouses
",$$
SriPraPhai Thai Restaurant,Woodside,4.0 star rating,"
            2156 reviews
    ","
Thai
",$$
Xi’an Famous Foods,Chinatown,4.0 star rating,"
            854 reviews
    ","
Chinese,
                    Burgers,
                    Noodles
",$
House of Thai,Long Island City,4.0 star rating,"
            221 reviews
    ","
Thai
",$$
Olmsted,Prospect Heights,4.0 star rating,"
            239 reviews
    ","
American (New)
",$$$
Riverpark,Kips Bay,4.0 star rating,"
            698 reviews
    ","
American (New),
                    Breakfast & Brunch,
                    Venues & Event Spaces
",$$$
Mercato,Midtown West,4.0 star rating,"
            731 reviews
    ","
Italian,
                    Cocktail Bars,
                    Desserts
",$$
Woodrow’s,TriBeCa,4.0 star rating,"
            297 reviews
    ","
American (Traditional),
                    Pubs
",$$
Cooper’s Craft & Kitchen,Chelsea,4.0 star rating,"
            330 reviews
    ","
Gastropubs,
                    Bars,
                    American (New)
",$$
The Farm On Adderley,Flatbush,4.0 star rating,"
            1064 reviews
    ","
American (New),
                    Breakfast & Brunch,
                    Cocktail Bars
",$$
Five Senses,Koreatown,4.0 star rating,"
            1020 reviews
    ","
Korean,
                    Barbeque
",$$
Miss Ada,Fort Greene,4.5 star rating,"
            100 reviews
    ","
Mediterranean,
                    Cocktail Bars
",$$$
Queens Comfort,Astoria,4.0 star rating,"
            1868 reviews
    ","
Breakfast & Brunch,
                    American (New),
                    Comfort Food
",$$
Samba Kitchen,Midtown West,4.5 star rating,"
            307 reviews
    ","
Brazilian,
                    Latin American,
                    Breakfast & Brunch
",$$
Tabaré,Williamsburg - South Side,4.0 star rating,"
            587 reviews
    ","
Latin American
",$$
House of Small Wonder,Williamsburg - North Side,4.0 star rating,"
            632 reviews
    ","
Sandwiches,
                    Breakfast & Brunch,
                    Japanese
",$$
The Binc,Brooklyn Heights,4.5 star rating,"
            49 reviews
    ","
Cocktail Bars,
                    Tapas/Small Plates
",$$
Mémé Mediterranean,West Village,4.0 star rating,"
            524 reviews
    ","
Mediterranean,
                    Salad,
                    Seafood
",$$
Westlight,Williamsburg - North Side,4.0 star rating,"
            267 reviews
    ","
Tapas/Small Plates,
                    Cocktail Bars,
                    Wine Bars
",$$$
Brooklyn Crab,Red Hook,3.0 star rating,"
            860 reviews
    ","
Seafood,
                    Bars,
                    Live/Raw Food
",$$
Totto Ramen,Theater District,4.0 star rating,"
            4895 reviews
    ","
Ramen
",$$
Cream Ridgewood,Ridgewood,5.0 star rating,"
            13 reviews
    ","
American (New)
",$$
La Nonna Ristorante & Bar,Williamsburg - North Side,4.0 star rating,"
            231 reviews
    ","
Italian,
                    Cocktail Bars,
                    Wine Bars
",$$
The Greek Kitchen,Hell's Kitchen,4.0 star rating,"
            407 reviews
    ","
Greek,
                    Mediterranean
",$$
Don Chingon,Prospect Heights,4.5 star rating,"
            282 reviews
    ","
Mexican,
                    Cocktail Bars,
                    Tex-Mex
",$$
Cocoron,Nolita,4.0 star rating,"
            561 reviews
    ","
Japanese,
                    Noodles,
                    Soup
",$$
Little Park,TriBeCa,4.0 star rating,"
            309 reviews
    ","
American (New),
                    Seafood,
                    Salad
",$$$
Peaches,Bedford Stuyvesant,3.5 star rating,"
            915 reviews
    ","
Southern,
                    Seafood,
                    Breakfast & Brunch
",$$
Wafa’s,East Williamsburg,4.5 star rating,"
            102 reviews
    ","
Lebanese,
                    Mediterranean,
                    Vegetarian
",$$
SaltBrick Tavern,Downtown Brooklyn,4.0 star rating,"
            82 reviews
    ","
Steakhouses,
                    Cocktail Bars,
                    American (New)
",$$$
Claw Daddy’s,Lower East Side,4.0 star rating,"
            1146 reviews
    ","
Cajun/Creole,
                    Seafood
",$$
Lolo’s Seafood Shack,Harlem,4.0 star rating,"
            534 reviews
    ","
Seafood,
                    Bars
",$$
Roti Modern Mediterranean,Financial District,4.0 star rating,"
            214 reviews
    ","
Mediterranean
",$
Bistro Les Amis,South Village,4.0 star rating,"
            314 reviews
    ","
French,
                    Salad,
                    Breakfast & Brunch
",$$
OTB,Williamsburg - South Side,4.5 star rating,"
            105 reviews
    ","
American (New),
                    Breakfast & Brunch,
                    Cocktail Bars
",$$
